"KO","r2","F","p_value","description"
"K15383",0.00578341124106287,6.45692955655995,0.001,"K15383; MtN3 and saliva related transmembrane protein"
"K15396",0.0112265941198388,12.6030083322562,0.001,"trmJ; tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200]"
"K15460",0.0114055067883087,12.8061734330456,0.001,"yfiC, trmX; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]"
"K15461",0.0148026666160432,16.6778363958527,0.001,"mnmC; tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]"
"K15519",0.00483289486349676,5.39056533399541,0.001,"dck; deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]"
"K15520",0.00953686253678639,10.6878459333133,0.001,"mshD; mycothiol synthase [EC:2.3.1.189]"
"K15521",0.0102017765279944,11.4406872810417,0.001,"mshA; D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]"
"K15526",0.0085369333688133,9.5575885358801,0.001,"mshC; L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase [EC:6.3.1.13]"
"K15531",0.00630707479818143,7.04528818554235,0.001,"rexA; oligosaccharide reducing-end xylanase [EC:3.2.1.156]"
"K15532",0.0143656254922857,16.1782550495983,0.001,"yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]"
"K15533",0.0111230137346204,12.4854207519349,0.001,"K15533; 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [EC:2.4.1.211]"
"K15536",0.00960825762191865,10.7686337678069,0.001,"cybC; soluble cytochrome b562"
"K15537",0.01352971119328,15.2239551408155,0.001,"AGMO; alkylglycerol monooxygenase [EC:1.14.16.5]"
"K15539",0.0136251418544853,15.3328192964216,0.001,"rodZ; cytoskeleton protein RodZ"
"K15540",0.0077924988088472,8.71760560914566,0.001,"ecpD; chaperone protein EcpD"
"K15551",0.00917174575907583,10.2748763461268,0.001,"tauA; taurine transport system substrate-binding protein"
"K15552",0.00898761839563175,10.0667323681673,0.001,"tauC; taurine transport system permease protein"
"K15553",0.00944146003041865,10.5799104352647,0.001,"ssuA; sulfonate transport system substrate-binding protein"
"K15554",0.00707258984549317,7.90649411851347,0.001,"ssuC; sulfonate transport system permease protein"
"K15555",0.00631550902745635,7.05476948081928,0.001,"ssuB; sulfonate transport system ATP-binding protein [EC:7.6.2.14]"
"K15576",0.0118340927288301,13.2931553622166,0.001,"nrtA, nasF, cynA; nitrate/nitrite transport system substrate-binding protein"
"K15577",0.0126357167840904,14.2051377275445,0.001,"nrtB, nasE, cynB; nitrate/nitrite transport system permease protein"
"K15578",0.0111222885366584,12.4845975721524,0.001,"nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]"
"K15580",0.00841253333507572,9.41713395525349,0.001,"oppA, mppA; oligopeptide transport system substrate-binding protein"
"K15581",0.00725250863528442,8.10909587300905,0.001,"oppB; oligopeptide transport system permease protein"
"K15582",0.00591149708552135,6.60078227008044,0.001,"oppC; oligopeptide transport system permease protein"
"K15583",0.0070256210394256,7.85361588274379,0.001,"oppD; oligopeptide transport system ATP-binding protein"
"K15584",0.00300879373104599,3.34984001911056,0.001,"nikA, cntA; nickel transport system substrate-binding protein"
"K15585",0.00403844477959361,4.50085014010093,0.001,"nikB, cntB; nickel transport system permease protein"
"K15586",0.00431377019764258,4.80902996954546,0.001,"nikC, cntC; nickel transport system permease protein"
"K15598",0.00257293363046137,2.86332347106571,0.002,"thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein"
"K15633",0.0267322712627753,30.4878300446475,0.001,"gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
"K15634",0.00627737722816688,7.01190509664499,0.001,"gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
"K15635",0.0174066575775869,19.6636686581734,0.001,"apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
"K15669",0.00332818779828777,3.70662479953006,0.001,"hddC; D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]"
"K15723",0.00894494381876733,10.0185025815721,0.001,"syd; SecY interacting protein Syd"
"K15724",0.0212534196643128,24.1035793139588,0.001,"erpA; iron-sulfur cluster insertion protein"
"K15725",0.00795013394818576,8.89536805000212,0.001,"czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system"
"K15726",0.0147519951184957,16.6198911344151,0.001,"czcA, cusA, cnrA; heavy metal efflux system protein"
"K15727",0.0123503100044342,13.8802697391456,0.001,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system"
"K15735",0.00483758175552838,5.3958184615824,0.001,"csiR; GntR family transcriptional regulator, carbon starvation induced regulator"
"K15736",0.00705717284498418,7.88913686035369,0.001,"lhgO; (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]"
"K15738",0.00839786058334519,9.40056992313161,0.001,"uup; ABC transport system ATP-binding/permease protein"
"K15746",0.01242735071033,13.9679438250828,0.001,"crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]"
"K15770",0.00744142317974834,8.32190655788017,0.001,"cycB, ganO, mdxE; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"
"K15771",0.00703102320732985,7.85969747548888,0.001,"ganP, mdxF; arabinogalactan oligomer / maltooligosaccharide transport system permease protein"
"K15772",0.00771259305533944,8.62751883326502,0.001,"ganQ, mdxG; arabinogalactan oligomer / maltooligosaccharide transport system permease protein"
"K15773",0.00519534453924296,5.79694958895091,0.001,"hipB; HTH-type transcriptional regulator / antitoxin HipB"
"K15777",0.0227778886485961,25.8727837880961,0.001,"DODA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]"
"K15778",0.0143349615903527,16.1432198010847,0.001,"pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"K15789",0.0109516510042318,12.2909386856975,0.001,"TDH; threonine 3-dehydrogenase [EC:1.1.1.103]"
"K15835",0.00916119138119156,10.2629432200962,0.001,"murR; RpiR family transcriptional regulator, murPQ operon repressor"
"K15866",0.0158274850667531,17.8510455814625,0.001,"paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]"
"K15876",0.00722688682133512,8.08023934693156,0.001,"nrfH; cytochrome c nitrite reductase small subunit"
"K15894",0.00552888432928782,6.17118135338741,0.001,"pseB, wbjB; UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]"
"K15897",0.00129683496110622,1.44135600769008,0.155,"pseG; UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]"
"K15898",0.00109378089407853,1.2154262023855,0.266,"pseI, neuB3; pseudaminic acid synthase [EC:2.5.1.97]"
"K15915",0.003103344259238,3.4554355337811,0.001,"pglC; undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]"
"K15921",0.0120043395932449,13.486716068182,0.001,"xynD; arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]"
"K15923",0.0132150487623533,14.8651477789708,0.001,"AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]"
"K15973",0.00506388742727629,5.64952359578347,0.001,"mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor"
"K15974",0.00793834873757373,8.88207611643276,0.001,"emrR, mprA; MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB"
"K15975",0.00894188814237079,10.0150492885098,0.001,"K15975; glyoxalase family protein"
"K15976",0.00538309446177196,6.00757419192813,0.001,"K15976; putative NAD(P)H nitroreductase [EC:1.-.-.-]"
"K15977",0.0187204135438308,21.1760840849616,0.001,"K15977; putative oxidoreductase"
"K15984",0.00923870434103126,10.3505878393483,0.001,"rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]"
"K15986",0.0125184771269103,14.0716654327275,0.001,"ppaC; manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]"
"K15987",0.0121519785980185,13.6546269786085,0.001,"hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]"
"K16011",0.0119879805561762,13.4681139049768,0.001,"algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]"
"K16012",0.0128865904306937,14.4908530665297,0.001,"cydC; ATP-binding cassette, subfamily C, bacterial CydC"
"K16013",0.00863719030466482,9.67080986336808,0.001,"cydD; ATP-binding cassette, subfamily C, bacterial CydD"
"K16014",0.00308747233671947,3.43770812248851,0.001,"cydCD; ATP-binding cassette, subfamily C, bacterial CydCD"
"K16052",0.00377985300882903,4.21155590204843,0.001,"ynaI, mscMJ; MscS family membrane protein"
"K16053",0.0151233101647592,17.0446457471656,0.001,"ybdG, mscM; miniconductance mechanosensitive channel"
"K16055",0.00733663062593769,8.20384860169256,0.001,"TPS; trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]"
"K16066",0.00997385097814143,11.1825072465763,0.001,"ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]"
"K16074",0.0127245359938671,14.3062756729309,0.001,"zntB; zinc transporter"
"K16087",0.0125792883743399,14.1408924596376,0.001,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein"
"K16088",0.0107134272786006,12.0206870356418,0.001,"TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid"
"K16089",0.0102317497603574,11.4746479605169,0.001,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins"
"K16090",0.0148996232453,16.7887275170551,0.001,"fiu; catecholate siderophore receptor"
"K16091",0.00353939920843781,3.94268786768396,0.001,"fecA; Fe(3+) dicitrate transport protein"
"K16092",0.0167949975026673,18.960895419174,0.001,"btuB; vitamin B12 transporter"
"K16135",0.0100615583750097,11.2818427153186,0.001,"dmlR; LysR family transcriptional regulator, transcriptional activator for dmlA"
"K16137",0.0218642197604013,24.811774013727,0.001,"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
"K16147",0.0115590576194236,12.980597431202,0.001,"glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]"
"K16148",0.00671298288565792,7.50177025843732,0.001,"glgM; alpha-maltose-1-phosphate synthase [EC:2.4.1.342]"
"K16150",0.0070023000559762,7.82736260373184,0.001,"K16150; glycogen synthase [EC:2.4.1.11]"
"K16165",0.0118336365960121,13.2926368555245,0.001,"nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]"
"K16169",0.0124599772904705,14.005077743052,0.001,"pbuX; xanthine permease"
"K16171",0.0185630195954361,20.9946763392188,0.001,"faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]"
"K16203",0.0057245077831987,6.39078775358674,0.001,"dppA1; D-amino peptidase [EC:3.4.11.-]"
"K16209",0.00584125161610136,6.5218852667268,0.001,"lacS, galP, rafP; lactose/raffinose/galactose permease"
"K16210",0.00620606778111844,6.93175417328291,0.001,"togT, rhiT; oligogalacturonide transporter"
"K16211",0.00321861390951761,3.58419758777502,0.001,"malY, malT; maltose/moltooligosaccharide transporter"
"K16212",0.0165152268594796,18.6397413713726,0.001,"mgp; 4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]"
"K16213",0.0109502036478735,12.2892963468264,0.001,"cbe, mbe; cellobiose epimerase [EC:5.1.3.11]"
"K16214",0.00120534108166628,1.33954320710776,0.198,"pezT; UDP-N-acetylglucosamine kinase [EC:2.7.1.176]"
"K16235",0.00769382574778062,8.60636243291761,0.001,"mmuP; S-methylmethionine transporter"
"K16238",0.00749862965059278,8.38636515859694,0.001,"eat, eutP; ethanolamine permease"
"K16263",0.00890159140648335,9.96951097441319,0.001,"yjeH; amino acid efflux transporter"
"K16264",0.0137008367711713,15.4191845466179,0.001,"czcD, zitB; cobalt-zinc-cadmium efflux system protein"
"K16301",0.0109866879645971,12.3306971628166,0.001,"efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-]"
"K16322",0.00978050248733782,10.9635871523588,0.001,"pit; low-affinity inorganic phosphate transporter"
"K16326",0.0078465900514259,8.77859700903935,0.001,"yeiL; CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator"
"K16328",0.0034868867404241,3.883987305707,0.001,"psuK; pseudouridine kinase [EC:2.7.1.83]"
"K16329",0.00264632342404815,2.94521298680925,0.004,"psuG; pseudouridylate synthase [EC:4.2.1.70]"
"K16345",0.009937191899848,11.1409931961766,0.001,"xanP; xanthine permease XanP"
"K16347",0.0093530132320949,10.4798629847926,0.001,"ecnA; entericidin A"
"K16348",0.0128383735740489,14.4359285102977,0.001,"ecnB; entericidin B"
"K16363",0.0176841546188617,19.982790381764,0.001,"lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]"
"K16370",0.00876315191930861,9.81309224860527,0.001,"pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]"
"K16509",0.00945471208446769,10.594902163276,0.001,"spxA; regulatory protein spx"
"K16511",0.0162671658904145,18.3551402497445,0.001,"mecA1_2; adapter protein MecA 1/2"
"K16514",0.0071628739550479,8.00815146969351,0.001,"galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]"
"K16557",0.00209497050949039,2.33029917358128,0.01,"exoA; succinoglycan biosynthesis protein ExoA [EC:2.4.-.-]"
"K16566",0.00812726889713014,9.09518751038115,0.001,"exoY; exopolysaccharide production protein ExoY"
"K16567",0.00516828020167702,5.76659439952768,0.001,"exoQ; exopolysaccharide production protein ExoQ"
"K16568",0.00375939864375866,4.18867941026621,0.001,"exoZ; exopolysaccharide production protein ExoZ"
"K16649",0.00164960033665179,1.83408187576319,0.037,"glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]"
"K16650",0.00253849981261815,2.82490581488791,0.002,"glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]"
"K16651",0.00795207159040105,8.89755344733781,0.001,"pduX; L-threonine kinase [EC:2.7.1.177]"
"K16653",0.0119204949144041,13.3913812470407,0.001,"dprE1; decaprenylphospho-beta-D-ribofuranose 2-oxidase [EC:1.1.98.3]"
"K16692",0.0159307917081222,17.9694463021657,0.001,"etk-wzc; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3]"
"K16704",0.00744214287069094,8.32271743871827,0.001,"rffC, wecD; dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]"
"K16710",0.00414213239422998,4.61689073024967,0.001,"wcaK, amsJ; colanic acid/amylovoran biosynthesis protein WcaK/AmsJ"
"K16784",0.00667682633124647,7.4610936542542,0.001,"bioM; biotin transport system ATP-binding protein [EC:7.6.2.-]"
"K16785",0.0234839340534905,26.6940480637237,0.001,"ecfT; energy-coupling factor transport system permease protein"
"K16786",0.0263633444715023,30.0556806250102,0.001,"ecfA1; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]"
"K16787",0.0259300502514577,29.548551196501,0.001,"ecfA2; energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]"
"K16788",0.00677028277345361,7.56623945920398,0.001,"niaX; niacin transporter"
"K16789",0.0134217266593746,15.1007953392889,0.001,"thiT; thiamine transporter"
"K16841",0.00427611061212674,4.76686642757823,0.001,"hpxA; allantoin racemase [EC:5.1.99.3]"
"K16842",0.0151442546339859,17.0686140816257,0.001,"hpxB; allantoinase [EC:3.5.2.5]"
"K16850",0.00390356432491568,4.34993665821104,0.001,"uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]"
"K16868",0.00862565200097475,9.65777835628584,0.001,"tehB; tellurite methyltransferase [EC:2.1.1.265]"
"K16869",0.00868762737864688,9.72777769816198,0.001,"lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]"
"K16870",0.00726220542842533,8.1200172589691,0.001,"wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]"
"K16898",0.01712886219715,19.3443843323542,0.001,"addA; ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-]"
"K16899",0.0141487608645873,15.9305217016973,0.001,"addB; ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-]"
"K16904",0.00335976069397675,3.74190627995412,0.001,"DCTPP1; dCTP diphosphatase [EC:3.6.1.12]"
"K16919",0.0166674255458318,18.8144304750026,0.001,"ytrC_D; acetoin utilization transport system permease protein"
"K16921",0.0162955877290921,18.3877414329527,0.001,"ytrB; acetoin utilization transport system ATP-binding protein"
"K16922",0.00230493163753425,2.56438484943329,0.008,"yydH; putative peptide zinc metalloprotease protein"
"K16923",0.00589474629111895,6.58196741112704,0.001,"qrtT; energy-coupling factor transport system substrate-specific component"
"K16924",0.00646943174836632,7.22782918830923,0.001,"mtsT; energy-coupling factor transport system substrate-specific component"
"K16925",0.00725717030119385,8.11434622677574,0.001,"ykoE; energy-coupling factor transport system permease protein"
"K16926",0.0122521787087626,13.7686138846127,0.001,"htsT; energy-coupling factor transport system substrate-specific component"
"K16927",0.0154688914705885,17.4402508804427,0.001,"cbrT; energy-coupling factor transport system substrate-specific component"
"K16950",0.00519860692717073,5.80060877411443,0.001,"asrA; anaerobic sulfite reductase subunit A"
"K16951",0.00692192694627166,7.73689311932461,0.001,"asrB; anaerobic sulfite reductase subunit B"
"K16957",0.00323115552534241,3.59820900604128,0.001,"tcyK; L-cystine transport system substrate-binding protein"
"K16959",0.00380877432287769,4.2439035693379,0.001,"tcyM; L-cystine transport system permease protein"
"K17073",0.00802582658143894,8.98074541063504,0.001,"lysX1; putative lysine transport system substrate-binding protein"
"K17074",0.00731484642136859,8.17930992364336,0.001,"lysX2; putative lysine transport system permease protein"
"K17076",0.00544746615379316,6.07980697341971,0.001,"lysY; putative lysine transport system ATP-binding protein"
"K17077",0.00418770976587257,4.66790567429698,0.001,"artQ; arginine/lysine/histidine transport system permease protein"
"K17103",0.01348018083365,15.1674608402656,0.001,"CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
"K17195",0.00326749585734982,3.63881019890892,0.001,"alsE; D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]"
"K17218",0.00563678001654148,6.29229409597946,0.001,"sqr; sulfide:quinone oxidoreductase [EC:1.8.5.4]"
"K17230",0.0116055906938899,13.0334667506482,0.001,"fccA; cytochrome subunit of sulfide dehydrogenase"
"K17247",0.0157375101152157,17.7479446869242,0.001,"msrQ; methionine sulfoxide reductase heme-binding subunit"
"K17290",0.0166632358711686,18.8096209678314,0.001,"HTATIP2; oxidoreductase [EC:1.1.1.-]"
"K17315",0.00833328587675289,9.32767752659096,0.001,"gtsA, glcE; glucose/mannose transport system substrate-binding protein"
"K17318",0.00955392600566908,10.7071532158482,0.001,"lplA; putative aldouronate transport system substrate-binding protein"
"K17319",0.00790714496343486,8.84688450768976,0.001,"lplB; putative aldouronate transport system permease protein"
