"KO","r2","F","p_value","description"
"K00548",0.0151775531038711,17.1067221288406,0.001,"metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]"
"K00549",0.0203391176603525,23.0451383840843,0.001,"metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"
"K00556",0.00692502025301266,7.74037473263344,0.001,"trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]"
"K00557",0.0102792980084254,11.5285259431194,0.001,"trmA; tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]"
"K00558",0.00306623743509622,3.41399166199392,0.001,"DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]"
"K00560",0.0105189658750656,11.8001777888029,0.001,"thyA, TYMS; thymidylate synthase [EC:2.1.1.45]"
"K00563",0.00736807023058858,8.23926544238125,0.001,"rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]"
"K00564",0.0205886610063141,23.3338259494625,0.001,"rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]"
"K00566",0.0090800718160772,10.1712352624873,0.001,"mnmA, trmU; tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"
"K00567",0.00568371527544545,6.34498705559484,0.001,"ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]"
"K00568",0.0192400015330609,21.7753596548397,0.001,"ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]"
"K00570",0.006508679522502,7.27196516070707,0.001,"pmtA; phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]"
"K00571",0.00163048404924038,1.81279302476828,0.041,"E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]"
"K00573",0.0277587842612604,31.6919814046218,0.001,"E2.1.1.77, pcm; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]"
"K00574",0.0149774589310016,16.877765452321,0.001,"cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"
"K00575",0.0128590832997301,14.4595186170713,0.001,"cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]"
"K00590",0.00755772815569555,8.45296345270765,0.001,"E2.1.1.113; site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]"
"K00595",0.0121732305126624,13.6788010675878,0.001,"cobL-cbiET; precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]"
"K00598",0.00668318168758635,7.4682433000824,0.001,"tam; trans-aconitate 2-methyltransferase [EC:2.1.1.144]"
"K00603",0.00910486903064014,10.1992676198982,0.001,"fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]"
"K00605",0.0131384396356281,14.7778255646745,0.001,"gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]"
"K00606",0.0179296898168033,20.2653063536145,0.001,"panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]"
"K00610",0.0204779231334298,23.2056992026362,0.001,"pyrI; aspartate carbamoyltransferase regulatory subunit"
"K00611",0.00738363919217312,8.25680477061862,0.001,"OTC, argF, argI; ornithine carbamoyltransferase [EC:2.1.3.3]"
"K00612",0.00827879596407011,9.26617630309827,0.001,"nodU; carbamoyltransferase [EC:2.1.3.-]"
"K00616",0.00634767027821264,7.09092486180636,0.001,"TALDO1, talB, talA; transaldolase [EC:2.2.1.2]"
"K00619",0.00520623526855086,5.80916502794075,0.001,"argA; amino-acid N-acetyltransferase [EC:2.3.1.1]"
"K00620",0.0102163138730506,11.4571583246237,0.001,"argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]"
"K00625",0.0108853130210811,12.2156688324026,0.001,"pta; phosphate acetyltransferase [EC:2.3.1.8]"
"K00626",0.00976803987033335,10.9494792055088,0.001,"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
"K00627",0.0354207113537891,40.7607648904502,0.001,"DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]"
"K00631",0.0123649253948184,13.8969013364933,0.001,"plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]"
"K00632",0.0272282029888446,31.0692655877552,0.001,"fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]"
"K00633",0.00678641566906781,7.58439223094169,0.001,"lacA; galactoside O-acetyltransferase [EC:2.3.1.18]"
"K00639",0.00794519573639328,8.88979845618804,0.001,"kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]"
"K00641",0.0266387353048892,30.3782339208752,0.001,"metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]"
"K00647",0.0149531669168595,16.8499757780686,0.001,"fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]"
"K00648",0.0095218539952584,10.6708643470527,0.001,"fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"K00651",0.0278466906580673,31.7952182371093,0.001,"metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]"
"K00652",0.00922820789537029,10.3387186085525,0.001,"bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]"
"K00656",0.0208171578448525,23.5982946320102,0.001,"E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]"
"K00657",0.0065560330648505,7.32522109368157,0.001,"speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]"
"K00658",0.0308254327904204,35.3045071084367,0.001,"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"K00661",0.0157688939119967,17.7839047496547,0.001,"maa; maltose O-acetyltransferase [EC:2.3.1.79]"
"K00662",0.00132780720498222,1.47582560940773,0.148,"aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]"
"K00663",0.00288172672131539,3.20796112796348,0.001,"aacA; aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]"
"K00666",0.00628023777898613,7.01512055983864,0.001,"K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]"
"K00673",0.0112925095445448,12.6778503404182,0.001,"astA; arginine N-succinyltransferase [EC:2.3.1.109]"
"K00674",0.0274133886928615,31.2865312922419,0.001,"dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]"
"K00675",0.0069083223792185,7.72158101183957,0.001,"nhoA; N-hydroxyarylamine O-acetyltransferase [EC:2.3.1.118]"
"K00677",0.0241935119187051,27.5206186449596,0.001,"lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]"
"K00681",0.0139118757960241,15.6600427026261,0.001,"ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]"
"K00684",0.0254359386607059,28.9707911808107,0.001,"aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]"
"K00687",0.0072592456762007,8.11668370164906,0.001,"pbp2B, penA; penicillin-binding protein 2B"
"K00688",0.0106887907600151,11.992745692967,0.001,"PYG, glgP; glycogen phosphorylase [EC:2.4.1.1]"
"K00690",0.0059464688626835,6.64006537960469,0.001,"E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]"
"K00691",0.00353519154362646,3.9379841416619,0.001,"mapA; maltose phosphorylase [EC:2.4.1.8]"
"K00694",0.00766335262744422,8.57201176534754,0.001,"bcsA; cellulose synthase (UDP-forming) [EC:2.4.1.12]"
"K00697",0.0112668121220749,12.6486716627208,0.001,"otsA; trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]"
"K00700",0.0113206126955498,12.7097623895246,0.001,"GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"
"K00702",0.0158652462450073,17.8943211432835,0.001,"E2.4.1.20; cellobiose phosphorylase [EC:2.4.1.20]"
"K00703",0.00890919444207861,9.97810268771514,0.001,"glgA; starch synthase [EC:2.4.1.21]"
"K00705",0.00704627300497407,7.87686558082721,0.001,"malQ; 4-alpha-glucanotransferase [EC:2.4.1.25]"
"K00712",0.00468623509683803,5.22621221660318,0.001,"tagE; poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52]"
"K00721",0.00962848578031245,10.7915252636962,0.001,"DPM1; dolichol-phosphate mannosyltransferase [EC:2.4.1.83]"
"K00728",0.00514850017568745,5.74441029241278,0.001,"POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]"
"K00748",0.0241935119187051,27.5206186449596,0.001,"lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182]"
"K00754",0.00326851919869359,3.63995356867144,0.001,"bshA; L-malate glycosyltransferase [EC:2.4.1.-]"
"K00756",0.00861939914956202,9.65071643302936,0.001,"pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]"
"K00757",0.0090472383676035,10.134120390862,0.001,"udp, UPP; uridine phosphorylase [EC:2.4.2.3]"
"K00758",0.00781325524681848,8.74100905886014,0.001,"deoA, TYMP; thymidine phosphorylase [EC:2.4.2.4]"
"K00759",0.0186455796956151,21.0898254839605,0.001,"APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]"
"K00761",0.0133463166742891,15.0148038352485,0.001,"upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]"
"K00765",0.0207014753501974,23.4643850269623,0.001,"hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]"
"K00766",0.0119556253822376,13.4313240530494,0.001,"trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18]"
"K00767",0.0137262782926337,15.4482154086471,0.001,"nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]"
"K00768",0.00606699122325265,6.77546695636816,0.001,"E2.4.2.21, cobU, cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [EC:2.4.2.21]"
"K00769",0.00750324957488943,8.39157108026794,0.001,"gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]"
"K00772",0.00394730179158476,4.39886865076519,0.001,"mtaP, MTAP; 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]"
"K00782",0.00679620723819102,7.59541001491241,0.001,"lldG; L-lactate dehydrogenase complex protein LldG"
"K00784",0.0078468146245283,8.77885024370526,0.001,"rnz; ribonuclease Z [EC:3.1.26.11]"
"K00788",0.0119167349914904,13.3871064403064,0.001,"thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]"
"K00793",0.0189250305935845,21.4120068434614,0.001,"ribE, RIB5; riboflavin synthase [EC:2.5.1.9]"
"K00794",0.0193059663038026,21.8514866624134,0.001,"ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]"
"K00795",0.0166924377021755,18.8431438543161,0.001,"ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]"
"K00796",0.0142812564879496,16.0818639251434,0.001,"folP; dihydropteroate synthase [EC:2.5.1.15]"
"K00797",0.00444880564658728,4.96024141773955,0.001,"speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
"K00798",0.00981405047434289,11.0015659500512,0.001,"MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]"
"K00799",0.0203641546841415,23.0740961628541,0.001,"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
"K00803",0.00283049917691491,3.15077234490445,0.002,"AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]"
"K00809",0.00707257168749724,7.90647367498357,0.001,"DHPS, dys; deoxyhypusine synthase [EC:2.5.1.46]"
"K00812",0.00250199879796597,2.78418469249616,0.003,"aspB; aspartate aminotransferase [EC:2.6.1.1]"
"K00813",0.00955678623069457,10.7103896201179,0.001,"aspC; aspartate aminotransferase [EC:2.6.1.1]"
"K00817",0.0155955988503889,17.5853690858303,0.001,"hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]"
"K00819",0.0052764176266706,5.88789053500719,0.001,"rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]"
"K00821",0.0103731714628201,11.6349112531136,0.001,"argD; acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]"
"K00822",0.0158770407849334,17.9078387576005,0.001,"E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]"
"K00823",0.0090289514663976,10.1134499766988,0.001,"puuE; 4-aminobutyrate aminotransferase [EC:2.6.1.19]"
"K00824",0.00264590025231979,2.94474077042244,0.001,"dat; D-alanine transaminase [EC:2.6.1.21]"
"K00832",0.0121423208710246,13.6436416414976,0.001,"tyrB; aromatic-amino-acid transaminase [EC:2.6.1.57]"
"K00833",0.0134103788655008,15.0878543842664,0.001,"bioA; adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]"
"K00835",0.0091978207974149,10.3043587301628,0.001,"avtA; valine--pyruvate aminotransferase [EC:2.6.1.66]"
"K00836",0.00843011328934752,9.43698056646038,0.001,"ectB, dat; diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]"
"K00840",0.0102281453507014,11.4705639344547,0.001,"astC; succinylornithine aminotransferase [EC:2.6.1.81]"
"K00841",0.0115578972885653,12.9792791657852,0.001,"patA; aminotransferase [EC:2.6.1.-]"
"K00844",0.00656611791382332,7.33656362619575,0.001,"HK; hexokinase [EC:2.7.1.1]"
"K00845",0.0177642095845773,20.0748871414482,0.001,"glk; glucokinase [EC:2.7.1.2]"
"K00847",0.00666501066052046,7.44780150963688,0.001,"E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"
"K00848",0.0174815994976376,19.7498341328327,0.001,"rhaB; rhamnulokinase [EC:2.7.1.5]"
"K00849",0.00896744369621172,10.0439308875175,0.001,"galK; galactokinase [EC:2.7.1.6]"
"K00850",0.0122521714489563,13.7686056250729,0.001,"pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
"K00851",0.0146711955404642,16.5275053121458,0.001,"idnK, gntK; gluconokinase [EC:2.7.1.12]"
"K00852",0.00764528730109788,8.55164871554707,0.001,"rbsK, RBKS; ribokinase [EC:2.7.1.15]"
"K00853",0.00427641501447455,4.76720722261063,0.001,"araB; L-ribulokinase [EC:2.7.1.16]"
"K00854",0.00698274126133305,7.80534550821888,0.001,"xylB, XYLB; xylulokinase [EC:2.7.1.17]"
"K00855",0.00823707314089689,9.21908950090699,0.001,"PRK, prkB; phosphoribulokinase [EC:2.7.1.19]"
"K00856",0.0112155009652962,12.5904138703956,0.001,"ADK, adoK; adenosine kinase [EC:2.7.1.20]"
"K00857",0.00586671623195805,6.55048485328942,0.001,"tdk, TK; thymidine kinase [EC:2.7.1.21]"
"K00860",0.0108495962322781,12.1751472495548,0.001,"cysC; adenylylsulfate kinase [EC:2.7.1.25]"
"K00863",0.00578257529763895,6.45599083349479,0.001,"DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]"
"K00864",0.00973928775359405,10.9169325540196,0.001,"glpK, GK; glycerol kinase [EC:2.7.1.30]"
"K00865",0.00640778115161057,7.15850722596393,0.001,"glxK, garK; glycerate 2-kinase [EC:2.7.1.165]"
"K00867",0.0217072313973959,24.6296687703486,0.001,"coaA; type I pantothenate kinase [EC:2.7.1.33]"
"K00868",0.0127426311678407,14.3268827793452,0.001,"pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]"
"K00869",0.0127866210081004,14.3769823434574,0.001,"MVK, mvaK1; mevalonate kinase [EC:2.7.1.36]"
"K00872",0.0117456852008993,13.1926674923232,0.001,"thrB; homoserine kinase [EC:2.7.1.39]"
"K00874",0.00982831627650473,11.0177166710078,0.001,"kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]"
"K00876",0.00775292752469561,8.67299062011222,0.001,"udk, UCK; uridine kinase [EC:2.7.1.48]"
"K00878",0.0085840780246036,9.61082669352819,0.001,"thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]"
"K00880",0.00331939185577883,3.69679607469733,0.002,"lyxK; L-xylulokinase [EC:2.7.1.53]"
"K00882",0.0112746844852468,12.6576103415622,0.001,"fruK; 1-phosphofructokinase [EC:2.7.1.56]"
"K00883",0.00465189929159781,5.18774106264789,0.001,"dgoK; 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]"
"K00886",0.00892062197034028,9.99101646808898,0.001,"ppgK; polyphosphate glucokinase [EC:2.7.1.63]"
"K00887",0.00570502314054935,6.36891046760756,0.001,"dgkA; undecaprenol kinase [EC:2.7.1.66]"
"K00892",0.00937640322007843,10.5063190581349,0.001,"gsk; inosine kinase [EC:2.7.1.73]"
"K00895",0.00862126005768602,9.65281811932775,0.001,"pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"
"K00903",0.00645141691274214,7.20757182390834,0.001,"epsB, capB; protein-tyrosine kinase [EC:2.7.10.3]"
"K00906",0.0107222420147458,12.0306845476912,0.001,"aceK; isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]"
"K00912",0.0238103631961453,27.0741484556774,0.001,"lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]"
"K00917",0.00660366287258651,7.37879284895216,0.001,"lacC; tagatose 6-phosphate kinase [EC:2.7.1.144]"
"K00926",0.00754911108379831,8.44325235293699,0.001,"arcC; carbamate kinase [EC:2.7.2.2]"
"K00929",0.0137499946315787,15.4752790448411,0.001,"buk; butyrate kinase [EC:2.7.2.7]"
"K00930",0.0201186594460515,22.7902206735487,0.001,"argB; acetylglutamate kinase [EC:2.7.2.8]"
"K00931",0.0130101007465577,14.6315700288345,0.001,"proB; glutamate 5-kinase [EC:2.7.2.11]"
"K00936",0.00689470481479988,7.70625469578295,0.001,"pdtaS; two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]"
"K00937",0.013959642123883,15.7145725666706,0.001,"ppk1; polyphosphate kinase [EC:2.7.4.1]"
"K00938",0.0142685335833489,16.0673295081998,0.001,"E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]"
"K00940",0.0214217162382265,24.2986232363808,0.001,"ndk, NME; nucleoside-diphosphate kinase [EC:2.7.4.6]"
"K00941",0.0125458136824283,14.1027840890806,0.001,"thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]"
"K00943",0.0146879268741624,16.5466345891796,0.001,"tmk, DTYMK; dTMP kinase [EC:2.7.4.9]"
"K00946",0.025271221286386,28.7783188928806,0.001,"thiL; thiamine-monophosphate kinase [EC:2.7.4.16]"
"K00949",0.0257309073213149,29.3156247501727,0.001,"thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]"
"K00950",0.0152056305054931,17.1388569877393,0.001,"folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]"
"K00951",0.00679693183676777,7.59622536483372,0.001,"relA; GTP pyrophosphokinase [EC:2.7.6.5]"
"K00955",0.00823748387853786,9.21955302458435,0.001,"cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]"
"K00956",0.0190166486782749,21.5176740812621,0.001,"cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]"
"K00957",0.0191946073735197,21.7229782225726,0.001,"cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]"
"K00963",0.0119019764836877,13.3703272170095,0.001,"UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"K00965",0.0137093801006229,15.4289330189958,0.001,"galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"K00970",0.00887563675030215,9.94018223962611,0.001,"pcnB; poly(A) polymerase [EC:2.7.7.19]"
"K00971",0.0126157235665503,14.1823740696509,0.001,"manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"
"K00973",0.00643669844323804,7.19102171024182,0.001,"rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
"K00975",0.00936963537720954,10.4986639215958,0.001,"glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]"
"K00978",0.00485252247318755,5.41256453628809,0.001,"rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]"
"K00979",0.0220398407594677,25.0155622515416,0.001,"kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]"
"K00980",0.00291778570833775,3.24821974540559,0.002,"tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]"
"K00982",0.0254004771558031,28.9293489090378,0.001,"glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]"
"K00986",0.0202503673815274,22.9425018853246,0.001,"ltrA; RNA-directed DNA polymerase [EC:2.7.7.49]"
"K00989",0.0168479165003885,19.0216627003045,0.001,"rph; ribonuclease PH [EC:2.7.7.56]"
"K00990",0.0243846102206894,27.7434300734923,0.001,"glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]"
"K00991",0.00627403217603789,7.00814504289552,0.001,"ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]"
"K00992",0.0164325077365489,18.5448215105137,0.001,"murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]"
"K00995",0.0163534467809017,18.4541143029427,0.001,"PGS1, pgsA; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]"
"K00997",0.0143979101963331,16.2151445124404,0.001,"acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]"
"K00998",0.00921668744429176,10.3256917365457,0.001,"pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"
"K01002",0.00477943683140197,5.33065239926866,0.001,"mdoB; phosphoglycerol transferase [EC:2.7.8.20]"
"K01005",0.0200708007903027,22.7348964549719,0.001,"tagT_U_V; polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]"
"K01006",0.0266856129967483,30.4331579003894,0.001,"ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]"
"K01007",0.0124858077051658,14.0344783506628,0.001,"pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]"
"K01008",0.00437134469735133,4.87349634647169,0.001,"selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]"
"K01011",0.0303326443185799,34.7224591983537,0.001,"TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]"
"K01012",0.00665863097959714,7.44062476189997,0.001,"bioB; biotin synthase [EC:2.8.1.6]"
"K01023",0.00384365367037579,4.28291762617088,0.001,"assT; arylsulfate sulfotransferase [EC:2.8.2.22]"
"K01026",0.00310113453888179,3.45296745479449,0.001,"pct; propionate CoA-transferase [EC:2.8.3.1]"
"K01028",0.031627747671869,36.2534137377149,0.001,"scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]"
"K01029",0.0319319677364255,36.6136294208111,0.001,"scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]"
"K01031",0.0100296052707889,11.2456512940681,0.001,"pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]"
"K01032",0.0100296052707889,11.2456512940681,0.001,"pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]"
"K01034",0.00128141519244376,1.42419584981154,0.164,"atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]"
"K01035",0.00109205370912523,1.21350482957919,0.248,"atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]"
